return,avg_reward,success_rate,safety_violation_rate,constraint_satisfaction_rate,deadline_miss_rate,avg_latency_ms,p95_latency_ms,avg_adapt_latency_ms,avg_tardiness,throughput,baseline,shift,episode,trigger_count,adapt_count
23.620000147819518,1.1810000073909759,1.0,0.0,1.0,0.0,0.7655014500045354,0.8057390499914164,0.0,0.0,149.0,no_adapt,ID,0,2,0
-14.659999752044678,-0.732999987602234,0.7,0.3,0.7,0.3,0.8579586499962488,1.0703437500040995,0.0,3.75,180.0,no_adapt,S2,0,7,0
22.900000238418578,1.145000011920929,1.0,0.0,1.0,0.0,2.4127500499986354,14.813920349962476,1.6197455999986232,0.0,149.0,adaptsolveai,ID,0,2,2
22.610000467300413,1.1305000233650206,1.0,0.15,0.85,0.0,2.655349449997857,13.072094899965236,1.827329749997375,0.0,180.0,adaptsolveai,S2,0,3,3
